cwit_id,crid,gender,age,race,race_edit,final_outcome_highest
12316,1065865,M,44.4,HISPANIC,Hispanic,disciplined
12317,1065866,M,31.1,BLACK,Black,not-sustained
12318,1065868,F,65.9,WHITE,White,not-sustained
12319,1065873,F,45.8,BLACK,Black,not-sustained
12320,1065874,M,,UNKNOWN,Unknown,open-investigation
12321,1065875,F,,BLACK,Black,not-sustained
12322,1065877,M,42.2,WHITE,White,not-sustained
12323,1065878,M,30.9,BLACK,Black,not-sustained
12324,1065880,F,35.7,WHITE HISPANIC,White/Hispanic,not-sustained
12325,1065881,F,28.1,BLACK HISPANIC,Black/Hispanic,not-sustained
12326,1065882,F,,BLACK,Black,not-sustained
12327,1065885,F,42.9,WHITE HISPANIC,White/Hispanic,open-investigation
12328,1065886,M,57.0,BLACK,Black,unknown
12329,1065889,M,49.2,WHITE,White,unknown
12330,1065891,M,40.4,BLACK,Black,unknown
12331,1065892,M,42.5,BLACK,Black,not-sustained
12332,1065893,F,30.2,BLACK,Black,unknown
12333,1065894,M,34.7,WHITE,White,unknown
12334,1065895,M,30.6,BLACK,Black,not-sustained
12335,1065899,F,,WHITE,White,not-sustained
12336,1065900,F,,WHITE,White,open-investigation
12337,1065901,F,,WHITE,White,open-investigation
12338,1065903,M,66.0,WHITE,White,unknown
12339,1065908,F,42.8,BLACK,Black,not-sustained
12340,1065910,M,,BLACK,Black,unknown
12341,1065911,F,71.0,BLACK,Black,unknown
12342,1065913,M,44.7,WHITE,White,not-sustained
12343,1065915,M,60.9,WHITE,White,open-investigation
12344,1065916,F,33.9,BLACK,Black,not-sustained
12345,1065917,F,53.9,WHITE,White,not-sustained
12346,1065918,F,144.6,WHITE HISPANIC,White/Hispanic,not-sustained
12347,1065921,F,,BLACK,Black,not-sustained
12348,1065923,M,44.5,WHITE,White,unknown
12349,1065924,F,48.9,BLACK,Black,not-sustained
12350,1065927,M,,WHITE,White,unknown
12351,1065929,M,50.0,WHITE,White,open-investigation
12352,1065930,M,32.6,BLACK,Black,unknown
12353,1065931,F,35.8,BLACK,Black,not-sustained
12354,1065933,M,33.8,BLACK,Black,unknown
12355,1065934,F,35.7,BLACK,Black,unknown
12356,1065935,M,32.6,BLACK,Black,unknown
12357,1065936,F,42.1,HISPANIC,Hispanic,unknown
12358,1065937,F,29.1,BLACK,Black,not-sustained
12359,1065938,F,42.6,HISPANIC,Hispanic,open-investigation
12360,1065939,M,,WHITE,White,not-sustained
12361,1065940,F,30.7,BLACK,Black,unknown
12362,1065941,F,,WHITE HISPANIC,White/Hispanic,unknown
12363,1065943,M,38.2,BLACK,Black,not-sustained
12364,1065947,M,56.8,BLACK,Black,open-investigation
12365,1065949,F,44.8,BLACK,Black,not-sustained
12366,1065950,M,26.5,BLACK,Black,not-sustained
12367,1065953,F,39.2,WHITE HISPANIC,White/Hispanic,not-sustained
12368,1065954,F,48.2,BLACK,Black,not-sustained
12369,1065955,M,34.3,WHITE HISPANIC,White/Hispanic,not-sustained
12370,1065956,F,22.2,BLACK,Black,unknown
12371,1065958,M,32.1,WHITE,White,unknown
12372,1065959,F,34.7,BLACK,Black,unknown
12373,1065960,F,31.9,BLACK,Black,not-sustained
12374,1065963,M,54.0,WHITE,White,unknown
12375,1065965,M,31.0,BLACK,Black,not-sustained
12376,1065966,M,26.7,BLACK,Black,not-sustained
12377,1065968,M,23.7,ASIAN/PACIFIC ISLANDER,Asian,not-sustained
12378,1065969,F,58.9,BLACK,Black,unknown
12379,1065971,M,45.6,WHITE,White,not-sustained
12380,1065972,M,55.5,WHITE,White,not-sustained
12381,1065976,M,,UNKNOWN,Unknown,open-investigation
12382,1065977,M,35.9,BLACK,Black,not-sustained
12383,1065978,M,,UNKNOWN,Unknown,unknown
12384,1065980,M,28.2,WHITE,White,unknown
12385,1065981,M,58.2,BLACK,Black,not-sustained
12386,1065982,F,,BLACK,Black,unknown
12387,1065983,M,56.8,BLACK,Black,not-sustained
12388,1065984,M,42.5,ASIAN/PACIFIC ISLANDER,Asian,open-investigation
12389,1065985,M,46.0,WHITE HISPANIC,White/Hispanic,not-sustained
12390,1065987,F,53.0,WHITE,White,not-sustained
12391,1065989,F,37.9,WHITE HISPANIC,White/Hispanic,not-sustained
12392,1065991,M,46.9,WHITE HISPANIC,White/Hispanic,unknown
12393,1065993,M,24.1,WHITE HISPANIC,White/Hispanic,open-investigation
12394,1065996,M,46.0,BLACK,Black,unknown
12395,1065997,F,31.3,BLACK,Black,not-sustained
12396,1065999,M,68.3,BLACK,Black,not-sustained
12397,1066000,M,53.7,BLACK,Black,not-sustained
12398,1066001,M,46.4,BLACK,Black,unknown
12399,1066002,M,21.4,BLACK,Black,unknown
12400,1066003,M,44.3,BLACK,Black,not-sustained
12401,1066004,M,28.9,WHITE HISPANIC,White/Hispanic,not-sustained
12402,1066005,F,69.1,BLACK,Black,unknown
12403,1066007,M,38.2,BLACK,Black,not-sustained
12404,1066010,F,39.7,BLACK,Black,not-sustained
12405,1066011,M,34.0,BLACK,Black,unknown
12406,1066013,F,28.4,BLACK,Black,unknown
12407,1066014,F,26.1,BLACK,Black,unknown
12408,1066016,M,29.9,BLACK,Black,unknown
12409,1066017,M,39.0,BLACK,Black,unknown
12410,1066018,M,24.9,BLACK,Black,open-investigation
12411,1066019,M,52.3,BLACK,Black,unknown
12412,1066020,M,54.0,HISPANIC,Hispanic,open-investigation
12413,1066021,F,24.8,BLACK,Black,not-sustained
12414,1066022,F,49.7,BLACK,Black,unknown
12415,1066023,M,51.0,BLACK,Black,not-sustained
12416,1066025,M,51.2,BLACK,Black,unknown
12417,1066027,F,41.5,BLACK,Black,not-sustained
12418,1066030,M,52.3,BLACK,Black,not-sustained
12419,1066035,M,,WHITE,White,open-investigation
12420,1066037,F,34.3,WHITE HISPANIC,White/Hispanic,not-sustained
12421,1066038,M,,UNKNOWN,Unknown,not-sustained
12422,1066040,F,50.6,BLACK,Black,open-investigation
12423,1066043,M,45.1,BLACK,Black,unknown
12424,1066046,F,,WHITE HISPANIC,White/Hispanic,unknown
12425,1066047,F,35.8,BLACK,Black,not-sustained
12426,1066049,F,25.3,BLACK,Black,unknown
12427,1066051,M,63.9,WHITE,White,unknown
12428,1066052,M,22.0,BLACK,Black,not-sustained
12429,1066053,M,45.8,BLACK,Black,not-sustained
12430,1066054,M,49.0,BLACK,Black,unknown
12431,1066056,M,29.3,WHITE,White,unknown
12432,1066058,F,41.9,WHITE,White,not-sustained
12433,1066059,F,26.5,BLACK,Black,not-sustained
12434,1066061,M,,BLACK,Black,unknown
12435,1066062,M,34.7,BLACK,Black,not-sustained
12436,1066066,F,51.0,WHITE,White,not-sustained
12437,1066067,F,27.4,WHITE HISPANIC,White/Hispanic,not-sustained
12438,1066068,M,60.4,WHITE,White,open-investigation
12439,1066070,F,38.7,BLACK,Black,not-sustained
12440,1066074,M,86.2,BLACK,Black,not-sustained
12441,1066077,F,41.9,WHITE,White,unknown
12442,1066078,F,40.6,BLACK,Black,not-sustained
12443,1066080,F,53.9,BLACK,Black,not-sustained
12444,1066086,M,24.3,BLACK,Black,unknown
12445,1066087,F,58.5,BLACK,Black,unknown
12446,1066088,F,39.9,BLACK,Black,unknown
12447,1066089,M,46.6,WHITE,White,not-sustained
12448,1066091,M,34.3,BLACK,Black,not-sustained
12449,1066093,M,37.9,BLACK,Black,unknown
12450,1066094,M,32.0,WHITE HISPANIC,White/Hispanic,not-sustained
12451,1066095,M,55.9,BLACK,Black,unknown
12452,1066097,F,40.6,BLACK,Black,open-investigation
12453,1066098,M,36.2,BLACK,Black,unknown
12454,1066100,M,38.9,BLACK,Black,unknown
12455,1066102,F,26.7,WHITE,White,unknown
12456,1066104,F,72.7,BLACK,Black,not-sustained
12457,1066105,M,46.4,BLACK,Black,not-sustained
12458,1066107,F,34.6,BLACK,Black,not-sustained
12459,1066109,M,46.0,WHITE,White,not-sustained
12460,1066110,M,54.0,WHITE,White,open-investigation
12461,1066113,F,41.6,BLACK,Black,unknown
12462,1066114,M,53.1,WHITE,White,unknown
12463,1066117,M,67.7,WHITE,White,unknown
12464,1066118,M,38.9,WHITE,White,unknown
12465,1066119,F,39.5,BLACK,Black,not-sustained
12466,1066120,F,51.3,WHITE,White,unknown
12467,1066124,M,59.3,HISPANIC,Hispanic,not-sustained
12468,1066127,M,,WHITE,White,unknown
12469,1066130,F,37.7,BLACK,Black,not-sustained
12470,1066133,M,,WHITE,White,not-sustained
12471,1066135,F,42.2,BLACK,Black,not-sustained
12472,1066136,F,,UNKNOWN,Unknown,unknown
12473,1066137,M,28.9,BLACK,Black,not-sustained
12474,1066139,F,44.0,WHITE,White,not-sustained
12475,1066142,M,51.7,WHITE HISPANIC,White/Hispanic,not-sustained
12476,1066143,M,56.4,BLACK,Black,not-sustained
12477,1066148,M,51.7,WHITE,White,unknown
12478,1066151,M,28.0,BLACK,Black,not-sustained
12479,1066156,M,57.1,BLACK,Black,not-sustained
12480,1066159,F,,WHITE HISPANIC,White/Hispanic,not-sustained
12481,1066160,F,28.6,BLACK,Black,unknown
12482,1066162,M,69.8,BLACK,Black,unknown
12483,1066163,M,51.1,WHITE HISPANIC,White/Hispanic,unknown
12484,1066164,M,,UNKNOWN,Unknown,not-sustained
12485,1066166,M,51.5,BLACK,Black,unknown
12486,1066167,F,51.3,BLACK,Black,unknown
12487,1066172,M,51.6,BLACK,Black,not-sustained
12488,1066173,M,55.9,WHITE,White,not-sustained
12489,1066176,F,25.3,BLACK,Black,unknown
12490,1066177,M,27.8,BLACK,Black,unknown
12491,1066180,M,33.0,BLACK,Black,unknown
12492,1066181,F,66.6,BLACK,Black,unknown
12493,1066185,F,23.2,BLACK,Black,not-sustained
12494,1066186,F,20.5,BLACK,Black,unknown
12495,1066188,F,60.7,BLACK,Black,not-sustained
12496,1066189,M,20.9,BLACK,Black,not-sustained
12497,1066190,F,49.4,BLACK,Black,not-sustained
12498,1066192,F,24.6,BLACK,Black,not-sustained
12499,1066193,F,45.0,BLACK,Black,not-sustained
12500,1066195,M,22.1,BLACK,Black,not-sustained
12501,1066196,M,,UNKNOWN,Unknown,not-sustained
12502,1066197,F,,UNKNOWN,Unknown,not-sustained
12503,1066200,F,35.1,WHITE HISPANIC,White/Hispanic,unknown
12504,1066201,F,26.0,BLACK,Black,open-investigation
12505,1066204,M,46.5,BLACK,Black,open-investigation
12506,1066206,M,22.6,UNKNOWN,Unknown,not-sustained
12507,1066210,M,48.7,BLACK,Black,unknown
12508,1066211,F,36.8,BLACK,Black,unknown
12509,1066214,F,51.9,BLACK,Black,not-sustained
12510,1066216,X,,UNKNOWN,Unknown,unknown
12511,1066218,M,,BLACK,Black,open-investigation
12512,1066220,M,44.2,BLACK,Black,not-sustained
12513,1066221,F,39.4,BLACK,Black,not-sustained
12514,1066223,M,32.1,BLACK,Black,unknown
12515,1066224,M,44.6,BLACK,Black,not-sustained
12516,1066227,M,,UNKNOWN,Unknown,not-sustained
12517,1066228,M,22.1,BLACK,Black,not-sustained
12518,1066230,M,30.0,BLACK,Black,not-sustained
12519,1066232,M,51.0,BLACK,Black,unknown
12520,1066234,F,46.2,BLACK,Black,not-sustained
12521,1066236,M,44.7,WHITE,White,disciplined
12522,1066240,M,38.6,BLACK,Black,not-sustained
12523,1066243,F,43.2,BLACK,Black,unknown
12524,1066244,M,51.1,BLACK,Black,not-sustained
12525,1066246,M,35.7,BLACK,Black,unknown
12526,1066249,M,44.5,BLACK,Black,unknown
12527,1066250,F,48.9,BLACK,Black,not-sustained
12528,1066251,M,45.4,HISPANIC,Hispanic,sustained
12529,1066252,M,,UNKNOWN,Unknown,not-sustained
12530,1066253,M,48.7,BLACK,Black,not-sustained
12531,1066254,F,51.7,BLACK,Black,not-sustained
12532,1066256,F,22.8,BLACK,Black,open-investigation
12533,1066258,F,68.2,BLACK,Black,not-sustained
12534,1066259,F,44.5,BLACK,Black,not-sustained
12535,1066262,F,45.2,WHITE,White,unknown
12536,1066263,F,63.4,WHITE,White,not-sustained
12537,1066267,M,58.6,WHITE,White,open-investigation
12538,1066270,F,52.6,BLACK,Black,not-sustained
12539,1066271,F,27.1,BLACK,Black,not-sustained
12540,1066273,F,45.4,WHITE,White,not-sustained
12541,1066276,F,27.0,BLACK,Black,unknown
12542,1066277,F,32.0,BLACK,Black,unknown
12543,1066278,M,39.1,BLACK,Black,not-sustained
12544,1066279,M,27.1,BLACK,Black,not-sustained
12545,1066283,M,28.2,BLACK,Black,not-sustained
12546,1066286,F,23.6,BLACK,Black,not-sustained
12547,1066288,M,33.0,UNKNOWN,Unknown,not-sustained
12548,1066289,X,,UNKNOWN,Unknown,not-sustained
12549,1066293,M,59.8,BLACK,Black,unknown
12550,1066294,M,46.6,WHITE HISPANIC,White/Hispanic,open-investigation
12551,1066295,M,57.2,BLACK,Black,unknown
12552,1066296,M,,BLACK,Black,open-investigation
12553,1066298,M,31.1,BLACK,Black,unknown
12554,1066299,F,39.0,WHITE HISPANIC,White/Hispanic,not-sustained
12555,1066301,F,31.1,BLACK,Black,not-sustained
12556,1066303,F,,BLACK,Black,unknown
12557,1066304,M,,UNKNOWN,Unknown,unknown
12558,1066306,M,,BLACK,Black,not-sustained
12559,1066307,F,36.0,BLACK,Black,unknown
12560,1066308,F,26.7,BLACK,Black,unknown
12561,1066309,M,36.3,WHITE HISPANIC,White/Hispanic,not-sustained
12562,1066310,F,38.1,BLACK,Black,unknown
12563,1066311,F,71.8,WHITE,White,unknown
12564,1066313,M,29.6,BLACK,Black,not-sustained
12565,1066314,F,43.0,BLACK,Black,not-sustained
12566,1066315,M,32.2,BLACK,Black,not-sustained
12567,1066317,M,51.0,BLACK,Black,not-sustained
12568,1066319,M,21.5,BLACK,Black,unknown
12569,1066321,F,56.5,WHITE,White,not-sustained
12570,1066322,M,28.4,BLACK,Black,not-sustained
12571,1066323,M,45.4,WHITE,White,disciplined
12572,1066324,F,43.7,BLACK,Black,unknown
12573,1066325,F,30.7,BLACK,Black,unknown
12574,1066327,M,21.0,WHITE HISPANIC,White/Hispanic,not-sustained
12575,1066328,M,20.7,BLACK,Black,unknown
12576,1066331,M,45.2,BLACK,Black,not-sustained
12577,1066332,M,36.3,BLACK,Black,open-investigation
12578,1066333,M,52.5,BLACK,Black,not-sustained
12579,1066339,M,22.7,BLACK,Black,unknown
12580,1066340,F,48.4,BLACK,Black,not-sustained
12581,1066343,M,40.2,WHITE HISPANIC,White/Hispanic,unknown
12582,1066344,M,44.1,BLACK,Black,not-sustained
12583,1066347,M,,WHITE,White,unknown
12584,1066348,M,46.4,BLACK,Black,not-sustained
12585,1066349,F,37.1,BLACK,Black,not-sustained
12586,1066350,M,50.6,WHITE,White,disciplined
12587,1066353,M,21.3,BLACK,Black,not-sustained
12588,1066355,M,21.4,BLACK,Black,not-sustained
12589,1066356,F,48.7,UNKNOWN,Unknown,not-sustained
12590,1066357,F,34.7,WHITE,White,unknown
12591,1066358,M,20.2,BLACK,Black,open-investigation
12592,1066360,F,54.0,BLACK,Black,not-sustained
12593,1066361,M,44.6,HISPANIC,Hispanic,open-investigation
12594,1066363,F,30.4,BLACK,Black,not-sustained
12595,1066364,M,22.9,BLACK HISPANIC,Black/Hispanic,not-sustained
12596,1066365,F,49.9,BLACK,Black,not-sustained
12597,1066368,M,32.0,BLACK,Black,not-sustained
12598,1066369,M,27.9,BLACK,Black,not-sustained
12599,1066370,F,31.4,BLACK,Black,not-sustained
12600,1066371,M,,UNKNOWN,Unknown,not-sustained
12601,1066372,M,38.2,BLACK,Black,not-sustained
12602,1066373,M,,UNKNOWN,Unknown,not-sustained
12603,1066374,M,26.4,BLACK,Black,not-sustained
12604,1066375,M,31.1,WHITE HISPANIC,White/Hispanic,unknown
12605,1066376,M,57.5,BLACK,Black,not-sustained
12606,1066377,M,33.1,UNKNOWN,Unknown,unknown
12607,1066378,M,57.4,WHITE,White,not-sustained
12608,1066380,F,53.5,BLACK,Black,not-sustained
12609,1066381,F,44.5,BLACK,Black,not-sustained
12610,1066382,F,28.9,WHITE,White,unknown
12611,1066384,F,48.6,BLACK,Black,not-sustained
12612,1066386,F,,WHITE,White,not-sustained
12613,1066389,F,29.6,BLACK,Black,not-sustained
12614,1066390,F,41.8,BLACK,Black,not-sustained
12615,1066391,M,,WHITE,White,not-sustained
12616,1066392,F,30.9,WHITE,White,unknown
12617,1066394,M,29.9,ASIAN/PACIFIC ISLANDER,Asian,unknown
12618,1066395,M,31.4,BLACK,Black,not-sustained
12619,1066396,M,32.6,BLACK,Black,unknown
12620,1066397,M,58.5,WHITE,White,open-investigation
12621,1066400,M,33.9,BLACK,Black,unknown
12622,1066401,M,27.9,BLACK,Black,unknown
12623,1066402,M,27.4,BLACK,Black,not-sustained
12624,1066404,M,31.2,BLACK,Black,not-sustained
12625,1066405,M,49.2,BLACK,Black,not-sustained
12626,1066407,M,26.1,BLACK,Black,unknown
12627,1066412,M,55.8,BLACK,Black,not-sustained
12628,1066413,M,48.8,BLACK,Black,open-investigation
12629,1066414,M,53.9,WHITE,White,open-investigation
12630,1066416,M,27.7,BLACK,Black,unknown
12631,1066418,F,34.5,WHITE HISPANIC,White/Hispanic,not-sustained
12632,1066419,X,,UNKNOWN,Unknown,unknown
12633,1066420,M,26.1,WHITE,White,unknown
12634,1066422,M,38.0,BLACK,Black,not-sustained
12635,1066423,F,51.3,WHITE,White,not-sustained
12636,1066424,F,52.1,BLACK,Black,open-investigation
12637,1066426,M,27.0,BLACK,Black,not-sustained
12638,1066429,F,28.7,BLACK,Black,not-sustained
12639,1066430,M,45.2,BLACK,Black,not-sustained
12640,1066431,M,45.6,BLACK,Black,not-sustained
12641,1066433,M,48.6,BLACK,Black,unknown
12642,1066434,F,62.2,WHITE,White,unknown
12643,1066439,M,,WHITE,White,not-sustained
12644,1066440,F,,UNKNOWN,Unknown,unknown
12645,1066442,F,,BLACK,Black,open-investigation
12646,1066446,F,53.7,BLACK,Black,not-sustained
12647,1066447,M,,UNKNOWN,Unknown,open-investigation
12648,1066450,M,,UNKNOWN,Unknown,not-sustained
12649,1066452,M,49.8,BLACK,Black,open-investigation
12650,1066455,M,38.1,WHITE,White,unknown
12651,1066456,F,53.6,BLACK,Black,unknown
12652,1066457,M,36.4,BLACK,Black,not-sustained
12653,1066460,F,50.9,BLACK,Black,not-sustained
12654,1066462,F,49.0,BLACK,Black,unknown
12655,1066463,F,59.7,WHITE,White,not-sustained
12656,1066466,F,40.5,BLACK,Black,open-investigation
12657,1066468,F,42.6,HISPANIC,Hispanic,unknown
12658,1066469,F,48.0,WHITE,White,unknown
12659,1066471,F,44.6,BLACK,Black,not-sustained
12660,1066473,M,25.2,BLACK,Black,unknown
12661,1066474,F,63.2,BLACK,Black,not-sustained
12662,1066476,F,56.1,WHITE,White,not-sustained
12663,1066479,M,48.4,BLACK,Black,not-sustained
12664,1066480,F,43.6,BLACK,Black,open-investigation
12665,1066481,M,54.2,WHITE HISPANIC,White/Hispanic,open-investigation
12666,1066484,F,54.9,BLACK,Black,not-sustained
12667,1066489,F,,WHITE HISPANIC,White/Hispanic,unknown
12668,1066494,F,51.8,UNKNOWN,Unknown,not-sustained
12669,1066496,F,27.2,BLACK,Black,unknown
12670,1066499,F,,WHITE,White,unknown
12671,1066502,F,35.0,BLACK,Black,unknown
12672,1066503,M,50.6,WHITE,White,not-sustained
12673,1066505,M,28.2,WHITE,White,unknown
12674,1066507,F,,UNKNOWN,Unknown,open-investigation
12675,1066508,M,,UNKNOWN,Unknown,not-sustained
12676,1066509,M,,UNKNOWN,Unknown,not-sustained
12677,1066512,M,48.8,WHITE,White,unknown
12678,1066513,M,,UNKNOWN,Unknown,unknown
12679,1066515,M,56.4,WHITE,White,unknown
12680,1066517,M,825.2,WHITE HISPANIC,White/Hispanic,unknown
12681,1066519,F,40.4,BLACK,Black,not-sustained
12682,1066520,M,,BLACK,Black,unknown
12683,1066521,M,44.2,BLACK,Black,not-sustained
12684,1066523,M,54.0,BLACK,Black,not-sustained
12685,1066524,M,26.0,BLACK,Black,unknown
12686,1066526,M,35.5,BLACK,Black,open-investigation
12687,1066527,M,53.9,BLACK,Black,not-sustained
12688,1066528,F,24.5,BLACK,Black,unknown
12689,1066529,M,60.3,WHITE,White,unknown
12690,1066530,M,26.6,BLACK,Black,not-sustained
12691,1066532,M,28.9,BLACK,Black,not-sustained
12692,1066533,F,65.7,BLACK,Black,unknown
12693,1066535,M,46.0,BLACK,Black,not-sustained
12694,1066537,F,38.6,BLACK,Black,unknown
12695,1066538,F,20.5,WHITE HISPANIC,White/Hispanic,unknown
12696,1066542,F,54.0,BLACK,Black,not-sustained
12697,1066545,F,38.0,WHITE HISPANIC,White/Hispanic,sustained
12698,1066548,M,35.5,WHITE,White,unknown
12699,1066551,F,37.6,BLACK,Black,unknown
12700,1066553,M,42.9,BLACK,Black,not-sustained
12701,1066557,M,45.7,HISPANIC,Hispanic,unknown
12702,1066559,M,,UNKNOWN,Unknown,unknown
12703,1066560,F,,UNKNOWN,Unknown,not-sustained
12704,1066561,M,58.4,BLACK,Black,not-sustained
12705,1066562,M,24.3,BLACK,Black,not-sustained
12706,1066565,F,37.0,BLACK,Black,unknown
12707,1066566,F,50.2,BLACK,Black,not-sustained
12708,1066569,F,24.0,BLACK,Black,unknown
12709,1066570,M,49.1,WHITE,White,sustained
12710,1066571,M,24.1,BLACK,Black,unknown
12711,1066572,F,50.1,BLACK,Black,unknown
12712,1066573,M,47.7,WHITE,White,open-investigation
12713,1066574,M,37.7,BLACK,Black,unknown
12714,1066576,M,28.4,WHITE HISPANIC,White/Hispanic,not-sustained
12715,1066578,M,21.9,WHITE,White,open-investigation
12716,1066579,F,35.9,WHITE HISPANIC,White/Hispanic,not-sustained
12717,1066580,F,45.7,BLACK,Black,unknown
12718,1066583,F,,WHITE,White,not-sustained
12719,1066586,M,,WHITE HISPANIC,White/Hispanic,not-sustained
12720,1066587,M,63.8,WHITE,White,not-sustained
12721,1066590,F,61.0,BLACK,Black,unknown
12722,1066591,F,46.4,BLACK,Black,unknown
12723,1066593,M,,BLACK,Black,not-sustained
12724,1066596,F,56.3,BLACK,Black,unknown
12725,1066597,F,40.8,BLACK,Black,unknown
12726,1066598,M,33.3,BLACK,Black,not-sustained
12727,1066599,M,52.2,WHITE,White,unknown
12728,1066604,F,39.2,BLACK,Black,not-sustained
12729,1066605,M,30.7,WHITE,White,unknown
12730,1066606,M,59.7,BLACK,Black,not-sustained
12731,1066607,M,24.7,WHITE,White,not-sustained
12732,1066610,F,50.1,BLACK,Black,unknown
12733,1066611,M,48.6,BLACK,Black,unknown
12734,1066612,M,27.3,BLACK,Black,unknown
12735,1066614,F,25.1,ASIAN/PACIFIC ISLANDER,Asian,unknown
12736,1066615,F,52.6,WHITE HISPANIC,White/Hispanic,not-sustained
12737,1066616,F,50.2,WHITE,White,unknown
12738,1066617,M,60.5,WHITE HISPANIC,White/Hispanic,unknown
12739,1066618,F,60.2,BLACK,Black,open-investigation
12740,1066619,M,25.2,BLACK,Black,not-sustained
12741,1066620,M,28.7,BLACK,Black,not-sustained
12742,1066621,F,39.0,BLACK,Black,not-sustained
12743,1066622,M,29.0,BLACK,Black,disciplined
12744,1066624,M,24.8,BLACK,Black,not-sustained
12745,1066625,F,57.7,BLACK,Black,not-sustained
12746,1066626,M,40.2,BLACK,Black,not-sustained
12747,1066627,M,42.8,WHITE HISPANIC,White/Hispanic,not-sustained
12748,1066628,F,26.3,BLACK,Black,open-investigation
12749,1066629,M,61.2,BLACK,Black,unknown
12750,1066633,F,53.8,BLACK,Black,not-sustained
12751,1066634,F,55.2,WHITE,White,sustained
12752,1066636,F,69.4,WHITE,White,not-sustained
12753,1066637,M,25.5,BLACK,Black,not-sustained
12754,1066638,M,40.2,WHITE HISPANIC,White/Hispanic,unknown
12755,1066640,M,27.7,BLACK,Black,unknown
12756,1066642,F,,UNKNOWN,Unknown,not-sustained
12757,1066643,F,43.7,WHITE,White,open-investigation
12758,1066646,M,23.9,WHITE HISPANIC,White/Hispanic,unknown
12759,1066647,M,73.0,BLACK,Black,unknown
12760,1066649,F,34.5,BLACK,Black,unknown
12761,1066652,F,37.9,WHITE,White,open-investigation
12762,1066654,M,28.1,BLACK,Black,unknown
12763,1066655,M,45.4,WHITE,White,open-investigation
12764,1066656,F,49.2,BLACK,Black,not-sustained
12765,1066657,M,46.5,BLACK,Black,unknown
12766,1066659,F,40.7,BLACK,Black,not-sustained
12767,1066661,M,,WHITE,White,not-sustained
12768,1066662,F,40.3,WHITE,White,unknown
12769,1066663,M,58.2,WHITE,White,unknown
12770,1066665,M,22.8,BLACK,Black,not-sustained
12771,1066667,F,27.6,WHITE HISPANIC,White/Hispanic,unknown
12772,1066669,M,27.3,BLACK,Black,unknown
12773,1066671,M,36.0,BLACK,Black,not-sustained
12774,1066673,M,60.0,WHITE,White,disciplined
12775,1066674,M,,WHITE,White,not-sustained
12776,1066675,F,73.7,BLACK,Black,unknown
12777,1066676,M,,UNKNOWN,Unknown,not-sustained
12778,1066679,M,42.2,WHITE,White,unknown
12779,1066681,F,45.7,BLACK,Black,sustained
12780,1066682,M,56.3,BLACK,Black,open-investigation
12781,1066683,F,31.9,WHITE HISPANIC,White/Hispanic,not-sustained
12782,1066686,M,45.4,BLACK,Black,unknown
12783,1066687,F,26.9,BLACK,Black,not-sustained
12784,1066688,M,39.6,BLACK,Black,not-sustained
12785,1066690,M,45.2,WHITE,White,unknown
12786,1066691,F,35.4,BLACK,Black,unknown
12787,1066692,F,36.1,BLACK,Black,unknown
12788,1066693,F,46.2,WHITE,White,open-investigation
12789,1066694,M,49.1,BLACK,Black,unknown
12790,1066695,M,28.6,UNKNOWN,Unknown,unknown
12791,1066696,M,51.4,WHITE,White,open-investigation
12792,1066697,F,,UNKNOWN,Unknown,unknown
12793,1066698,M,39.9,BLACK,Black,not-sustained
12794,1066699,M,23.0,BLACK,Black,not-sustained
12795,1066700,F,32.2,BLACK,Black,not-sustained
12796,1066701,M,,WHITE,White,not-sustained
12797,1066703,M,47.9,BLACK,Black,not-sustained
12798,1066706,M,106.5,BLACK,Black,unknown
12799,1066708,M,39.4,BLACK,Black,unknown
12800,1066709,M,47.0,BLACK,Black,open-investigation
12801,1066710,M,64.4,WHITE,White,open-investigation
12802,1066712,M,65.5,BLACK,Black,not-sustained
12803,1066713,M,28.6,WHITE,White,not-sustained
12804,1066714,M,42.4,WHITE,White,unknown
12805,1066716,M,60.6,BLACK,Black,not-sustained
12806,1066719,M,36.9,BLACK,Black,unknown
12807,1066721,F,68.6,BLACK,Black,not-sustained
12808,1066722,F,30.2,BLACK,Black,not-sustained
12809,1066724,F,23.0,BLACK,Black,unknown
12810,1066726,M,55.7,WHITE,White,open-investigation
12811,1066727,M,32.4,BLACK,Black,unknown
12812,1066731,M,31.5,BLACK,Black,not-sustained
12813,1066732,M,44.3,BLACK,Black,not-sustained
12814,1066735,M,,WHITE HISPANIC,White/Hispanic,not-sustained
12815,1066736,M,56.1,WHITE,White,open-investigation
12816,1066739,F,45.9,BLACK,Black,unknown
12817,1066741,M,,WHITE HISPANIC,White/Hispanic,unknown
12818,1066742,M,,UNKNOWN,Unknown,not-sustained
12819,1066744,F,45.4,WHITE,White,not-sustained
12820,1066745,F,54.7,BLACK,Black,not-sustained
12821,1066747,F,50.7,BLACK,Black,not-sustained
12822,1066750,F,57.0,WHITE,White,unknown
12823,1066751,F,36.2,BLACK,Black,not-sustained
12824,1066753,F,,BLACK,Black,not-sustained
12825,1066754,F,47.7,BLACK,Black,not-sustained
12826,1066756,M,33.4,WHITE,White,not-sustained
12827,1066757,M,58.2,BLACK,Black,unknown
12828,1066759,M,21.0,WHITE HISPANIC,White/Hispanic,open-investigation
12829,1066761,F,51.8,BLACK,Black,not-sustained
